[CoreLog] Finished initialisation of engine
[Log] Main ID: 1222155269
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 48
[Log] Elapsed Seconds 5
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 13
[Log] Elapsed Seconds 14
[Log] Closing file Resources/LightFragmentShader.frag
[Log] Closing file Resources/LightVertexShader.vert
[Log] Closing file Resources/LightFragmentShader2.frag
[Log] Closing file Resources/LightVertexShader2.vert
[ThreadingLog] Finishing Task with ID 0
[CoreLog] Shutdown of Engine is complete
